Area,Perimeter,MajorAxisLength,MinorAxisLength,AspectRation,Eccentricity,ConvexArea,EquivDiameter,Extent,Solidity,roundness,Compactness,ShapeFactor1,ShapeFactor2,ShapeFactor3,ShapeFactor4,Class
63456,993449,3851668093,2168013711,1776588438,826540968,66109,2842440651,675408719,959869307,807962869,737976529,6069825,1110519,544609358,967546688,4
63470,1010976,4214157199,1934167283,2178796651,888452310,64320,2842754191,776448424,986784826,780363002,674572413,6639605,848079,455047941,991456929,4
63580,984893,3951800766,2062496540,1916027828,852998669,64343,2845216516,787153964,988141678,823668175,719979747,6215478,1030233,518370836,993212947,4
63603,990075,4020929464,2020947587,1989625802,864514968,64260,2845731096,663547307,989775910,815363518,707729674,6321918,978359,500881291,996566340,4
63628,997390,4007841514,2040339664,1964301133,860715118,64287,2846290318,622583170,989749094,803763198,710180357,6298865,988362,504356139,990707337,4
63650,995206,4065779769,2012407792,2020355808,868914438,64376,2846782342,809734626,988722505,807573949,700181147,6387714,947037,490253639,990486786,4
63659,1001429,4080969278,2014096616,2026203333,869726569,64480,2846983600,602740115,987267370,797681185,697624365,6410671,936634,486679754,986112140,4
63701,993831,3945294597,2061738483,1913576639,852589256,64465,2847922616,640758437,988148608,810458974,721852968,6193458,1037308,521071708,997110647,4
63710,1004657,4154718303,1981362453,2096899685,878960524,64765,2848123792,640765177,983710337,793198419,685515500,6521297,888347,469931500,985399215,4
63717,1005087,4084304507,1996062077,2046181106,872443329,64338,2848280254,808550327,990347850,792606943,697372160,6410070,935192,486327929,995115019,4
63768,1014863,4224549756,1936341438,2181717373,888769454,64480,2849419928,835797421,988957816,778032649,674490796,6624874,845788,454937834,992545777,4
63882,1004206,4112634035,1987654528,2069088957,875452319,64663,2851965789,754704944,987921996,796054395,693464520,6437860,918371,480893041,995010481,4
63882,1004206,4112634035,1987654528,2069088957,875452319,64663,2851965789,754704944,987921996,796054395,693464520,6437860,918371,480893041,995010481,4
63883,988366,3945898113,2076139591,1900593839,850390948,64528,2851988111,770835596,990004339,821787578,722772871,6176758,1039795,522400624,992871407,4
63897,1002493,4057742235,2014543250,2014224432,868054449,64511,2852300601,611477951,990482243,798964779,702927992,6350442,956373,494107762,995243926,4
63899,984916,3985848358,2053904898,1940619725,857010282,64499,2852345240,828351050,990697530,827762105,715618103,6237732,1009094,512109269,993809349,4
63911,998424,4060416808,2034580273,1995702437,865402875,64828,2852613057,792960123,985854878,805666773,702541929,6353236,954693,493565162,985009197,4
63944,991765,3922073851,2081653230,1884114893,847526428,64716,2853349426,812916349,988070956,816943663,727510377,6133607,1059870,529271348,997208030,4
63948,996497,4122971781,1988775570,2073120689,875970552,64641,2853438670,777908886,989279250,809253971,692082998,6447382,912422,478978876,992981017,4
63948,996497,4122971781,1988775570,2073120689,875970552,64641,2853438670,777908886,989279250,809253971,692082998,6447382,912422,478978876,992981017,4
63965,1027602,4093812775,2010118237,2036602971,871151840,65081,2853817925,678673740,982852138,761206322,697105139,6400083,932306,485955575,989698569,4
63970,1006279,4112312671,1994364923,2061966003,874528543,64756,2853929461,619144406,987862129,793870010,693996223,6428502,919852,481630757,993106248,4
63977,974117,3827889164,2143542698,1785776961,828505892,64772,2854085604,813418603,987726178,847249830,745602989,5983227,1140633,555923818,992755946,4
64062,1002749,4047691989,2021289440,2002529627,866389756,64842,2855980947,624848816,987970760,800618981,705582578,6318398,966002,497846774,996952915,4
64075,1015361,4117117855,2014331520,2043912739,872139281,65261,2856270712,726473923,981826818,781011669,693754907,6425467,918140,481295870,983726761,4
64096,987105,3971214378,2059690031,1928064087,854983645,64721,2856738733,721346898,990343165,826635568,719361500,6195729,1023437,517480968,997736470,4
64099,1018482,4291368414,1909777577,2247051418,895516832,64717,2856805586,583450147,990450732,776523141,665709702,6694907,811080,443169407,995824444,4
64116,1008614,4066034935,2016629200,2016253128,868339958,64861,2857184395,619298754,988513899,792002040,702695486,6341685,953791,493780946,995587378,4
64218,1020904,4086027192,2024404574,2018384687,868638915,65110,2859456191,668359647,986300108,774277838,699813304,6362744,941354,489738661,988481014,4
64227,1019089,4261913065,1935193988,2202318265,890967552,64941,2859656557,842210858,989005405,777147176,670979561,6635703,829667,450213571,991513571,4
64235,1005875,4093046358,2016866060,2029409111,870168508,65018,2859834648,773990264,987957181,797799140,698705658,6371988,936767,488189596,990736415,4
64351,1030083,4052618150,2028699193,1997643693,865684631,65364,2862415727,623846363,984502172,762115377,706312715,6297677,966826,498877651,996579793,4
64396,1028089,4125734378,2006625869,2056055611,873753973,65250,2863416381,596977844,986911877,765609530,694037987,6406818,916970,481688727,990378810,4
64419,1001501,4130203078,1990528327,2074928060,876201790,65218,2863927691,632619391,987748781,807088331,693410866,6411467,914323,480818629,997664064,4
64436,1025086,4099155968,2011360743,2038001378,871341653,65318,2864305558,752177060,986496831,770580176,698754958,6361593,935503,488258492,995071480,4
64439,1012138,4213469084,1957752779,2152196706,885498863,65234,2864372235,671407435,987813104,790458721,679813279,6538694,861449,462146095,994629303,4
64439,1008639,4008308250,2055377181,1950157025,858520513,65349,2864372235,678712491,986074768,795952485,714608772,6220314,1000611,510665697,995878296,4
64440,1013402,4154249883,1984248227,2093614006,878554039,65219,2864394461,703263123,988055628,788500334,689509428,6446694,898830,475423251,995352778,4
64452,999152,4067403994,2028724765,2004906758,866730748,65281,2864661152,756727563,987301052,811303105,704297177,6310749,957821,496034514,994502950,4
64468,1145488,4318171550,1911580223,2258953874,896678286,65649,2865016701,702265795,982010389,617409025,663479129,6698163,800653,440204555,994401785,4
64492,999141,3897986798,2164386871,1800965830,831678409,66228,2865549942,644958698,973787522,811824489,735135877,6044140,1088892,540424757,973286522,4
64526,1081377,3866037960,2133609796,1811970477,833919982,65779,2866305198,815030946,980951367,693410400,741406377,5991442,1116700,549683416,996010122,4
64549,1004338,4174358067,1987036811,2100795539,879439786,65253,2866815993,732803542,989211224,804154678,686768108,6466960,887402,471650435,990841129,4
64602,1017552,4258407359,1944403291,2190084423,889670350,65217,2867992696,800778442,990569943,784047913,673489513,6591758,836574,453588124,993396284,4
64697,1007552,3989407031,2087410328,1911175287,852186447,65497,2870100675,784510356,987785700,800864546,719430394,6166294,1018964,517580092,989186282,4
64732,1000342,4026964378,2076028798,1939743987,856870357,65911,2870876908,773621436,982112242,812890191,712913410,6220979,991256,508245531,985866212,4
64828,1021970,4199637378,1985741932,2114895853,881150171,65825,2873004929,728592782,984853779,780002856,684107857,6478123,875240,468003561,989778790,4
64863,997421,3987372754,2112629355,1887398158,848103923,66409,2873780378,655128878,976720023,819313064,720720272,6147376,1023143,519437711,980385779,4
64882,1016190,4203620493,1973512207,2130020011,882943555,65483,2874201248,601862674,990822045,789558401,683744228,6478870,873482,467506169,995797495,4
64908,1032048,4360308164,1903896317,2290202531,899635057,65565,2874777075,814792498,989979410,765787545,659305941,6717674,782973,434684324,995515138,4
64919,1031617,4393502666,1884330088,2331599274,903356644,65490,2875020661,654953592,991281112,766557443,654380088,6767668,765489,428213299,998421818,4
64979,1032628,4132250931,2010289509,2055550164,873687391,65841,2876348942,716614282,986907854,765762778,696073155,6359364,920901,484517837,995950719,4
64980,1023482,4135677157,2007404751,2060210903,874299301,65896,2876371075,600998890,986099308,779523393,695501841,6364539,918628,483722810,996571009,4
64990,1014883,4164828688,1994805122,2087837373,877834267,65630,2876592394,696077801,990248362,792911005,690686847,6408415,899612,477048320,995999312,4
65042,1023506,4192028581,1989627741,2106941159,880189888,65748,2877742978,783402590,989262031,780230575,686479809,6445110,882920,471254528,992905561,4
65091,1022129,4205230297,1983662108,2119932765,881752106,65894,2878826761,596027764,987813761,782923605,684582427,6460540,875289,468653099,993513060,4
65123,1014245,4023386400,2077145894,1936978241,856427049,65895,2879534317,693240366,988284392,795533572,715699173,6178134,999906,512225306,992169272,4
65151,1023543,4141674064,2029730329,2040504594,871680350,66073,2880153287,644039146,986045737,781481615,695408002,6357038,917051,483592290,986772289,4
65165,1005967,4113092427,2032606230,2023555947,869359855,65979,2880462721,783007306,987662741,809201716,700315583,6311812,936503,490441916,992436657,4
65237,1047249,4066769110,2071599779,1963105592,860531666,66566,2882053577,832040915,980034853,747487504,708683847,6233838,969941,502232794,985936007,4
65268,1025720,4152303341,2019397597,2056208915,873774157,65962,2882738256,807752283,989478791,779565339,694250400,6361928,911660,481983618,991059013,4
65329,1023034,4050828701,2085673758,1942215884,857264771,66419,2884085058,640461555,983589033,784396667,711974085,6200659,982821,506907098,984523017,4
65343,1016802,4172749046,2005458400,2080695887,876935305,66374,2884394071,723717438,984466809,794211461,691245517,6385916,899357,477820365,994198868,4
65376,1042788,4402295366,1903513892,2312720377,901686102,66068,2885122328,572379135,989525943,755502941,655367732,6733810,766268,429506864,993329276,4
65443,1026183,4109592883,2041715922,2012813260,867855283,66329,2886600345,612991757,986642343,780950365,702405427,6279652,942903,493373384,993068490,4
65476,1006247,3939005902,2134893247,1845059892,840386337,66364,2887328046,783280697,986619251,812611206,733009322,6015954,1071327,537302666,991355599,4
65521,1015780,4034499947,2073342861,1945891354,857848117,66400,2888320069,795679207,986762048,797978271,715905343,6157568,997726,512520459,997309132,4
65537,1008248,4159306891,2011797116,2067458423,875241783,66269,2888672706,787420401,988954111,810142998,694508191,6346502,910801,482341628,997221261,4
65538,1002774,3632882590,2368813309,1533629761,758177810,68186,2888694745,782449857,961165049,819024547,795152244,5543170,1366907,632267092,969663629,4
65561,1019868,4307485527,1950269262,2208661959,891630997,66135,2889201582,761345689,991320783,792077182,670739707,6570195,820303,449891755,993658805,4
65579,1020648,3993125033,2125192001,1878947893,846610656,66754,2889598175,656919902,982398059,791084137,723643300,6089030,1029973,523659624,983929149,4
65587,1010572,4084144656,2072316923,1970810841,861707487,66766,2889774421,801973539,982341311,807036372,707559272,6227064,962752,500640124,986666983,4
65666,1019964,4090079268,2052586061,1992646908,864957536,66456,2891514274,781133647,988112435,793196409,706958004,6228610,959722,499789619,995904238,4
65766,1035842,4064166216,2072423686,1961069178,860218320,66698,2893715118,792294626,986026568,770236792,712007080,6179738,979686,506954082,994172024,4
65766,1035842,4064166216,2072423686,1961069178,860218320,66698,2893715118,792294626,986026568,770236792,712007080,6179738,979686,506954082,994172024,4
65781,1039257,4097138586,2049928316,1998674077,865833812,66762,2894045101,642549451,985306012,765357634,706357630,6228453,956442,498941101,997220646,4
65781,1039257,4097138586,2049928316,1998674077,865833812,66762,2894045101,642549451,985306012,765357634,706357630,6228453,956442,498941101,997220646,4
66036,1001222,4121697314,2045063518,2015437309,868225259,66665,2899649058,741452680,990564764,827808450,703508491,6241591,943089,494924197,997488692,4
66091,1043887,4240714337,1993814395,2126935359,882581182,66928,2900856334,694817073,987494023,762158344,684048984,6416478,866613,467923013,995242001,4
66106,1047596,4320923916,1953759266,2211594842,891935635,67053,2901185505,789287676,985876844,756942831,671427121,6536357,819428,450814379,997018755,4
66146,1055432,4068116070,2077091593,1958563639,859831291,67090,2902063110,636968559,985929349,746196032,713367824,6150207,982480,508893653,996700604,4
66178,1002393,3945140474,2161699662,1825017852,836517738,66871,2902765002,796260423,989636763,827651395,735782419,5961408,1077770,541375769,988020442,4
66242,1019994,4174311734,2029145571,2057177067,873901509,67012,2904168279,616296379,988509521,800106993,695723862,6301609,910707,484031691,995738895,4
66291,1032540,4280732985,1980803095,2161109802,886501762,67132,2905242204,599419488,987472442,781359082,678678678,6457487,845085,460604748,995417437,4
66310,1158389,4139750427,2070402022,1999491105,865951920,68311,2905658518,603026500,970707500,620983473,701892196,6243026,934666,492652655,985054601,4
66400,1044101,4329446492,1957116085,2212156205,891993794,67187,2907629718,582947043,988286424,765407864,671593869,6520251,818222,451038324,997767228,4
66500,1038450,4241090453,2020172890,2099370046,879264764,67430,2909818374,633152433,986207919,774926171,686101465,6377580,871744,470735221,988247422,4
66505,1044414,4278271070,2021842976,2116025388,881285565,68295,2909927764,770634654,973790175,766158797,680164421,6433007,849277,462623639,978923366,4
66554,1025340,4299036152,1979089856,2172228886,887734059,67248,2910999565,823005676,989679990,795513179,677128422,6459471,837647,458502900,995973243,4
66564,1034565,4245587911,2021947356,2099751953,879311693,67400,2911218251,596072391,987596439,781508511,685704386,6378204,869813,470190505,987283431,4
66708,1038032,3962373655,2198449661,1802349049,831962753,68860,2914365515,622473546,968748185,777974681,735510017,5939878,1072288,540974985,975025750,4
66791,1039079,4124298449,2098000206,1965823663,860948206,68108,2916178020,691991297,980663065,777373691,707072501,6174931,952067,499951522,982816532,4
66795,1062267,4335484826,1967394693,2203668050,891109239,67831,2916265341,595034475,984726747,743851834,672650340,6490733,819655,452458479,997068295,4
66878,1031915,4016200737,2152315944,1865990329,844276095,68725,2918076666,726816280,973124773,789231569,726576398,6005264,1032374,527913262,985081042,4
66884,1049722,4415267425,1940042446,2275861249,898294399,67651,2918207561,777070360,988662400,762752261,660935631,6601381,777054,436835908,994177915,4
66926,1043840,4291510473,1994556918,2151610934,885432475,67662,2919123666,812524281,989122403,771855549,680208911,6412322,846768,462684163,995516304,4
66932,1075600,4467296068,1964919970,2273525709,898073469,69580,2919254515,703251904,961943087,727012837,653472362,6674380,750757,427026128,970854881,4
66957,1057414,4184892634,2041611366,2049798850,872925940,67869,2919799654,657795461,986562348,752516001,697700015,6250120,913573,486785311,997811971,4
66989,1044596,4352872634,1968079638,2211736024,891950266,67906,2920497284,767078896,986496039,771465736,670935616,6497892,812224,450154601,995623149,4
67036,1036913,4283003347,2011097099,2129685010,882904284,67879,2921521626,623011152,987580842,783489747,682119856,6389109,853224,465287498,990915810,4
67113,1031777,4167617154,2064130715,2019066489,868734319,67797,2923199028,612792184,989911058,792218229,701407764,6209851,927135,491972851,993325896,4
67237,1016057,4099005074,2101520901,1950494554,858573506,67950,2925898277,707728096,989506990,818430955,713806942,6096353,976277,509520349,993816669,4
67284,1042588,4166992868,2061230775,2021604236,869088481,68146,2926920729,654386306,987350688,777850656,702405985,6193141,929916,493374167,997407307,4
67303,1044339,4246677228,2028480067,2093526723,878543212,68155,2927333959,599848485,987499083,775461895,689323394,6309789,878793,475166741,994774271,4
67317,1058043,4087963217,2168464620,1885187879,847715531,70055,2927638407,805304335,960916423,755662692,716160653,6072706,985379,512886081,966886623,4
67351,1036202,4212238275,2052727340,2052020349,873220896,68258,2928377649,764466187,986712180,788251961,695207027,6254158,901167,483312811,991767723,4
67353,1055855,4376707663,1970169148,2221488276,892953623,68034,2928421128,637269373,989990299,759203579,669092239,6498163,803368,447684424,994525699,4
67450,1057643,4367972691,1999376553,2184667358,889088370,68567,2930529087,608008221,983709365,757728495,670912868,6475868,809361,450124077,983371378,4
67498,1030025,4032008219,2139582460,1884483676,847591463,68502,2931571640,759471167,985343494,799475644,727074817,5973523,1029738,528637790,996209286,4
67516,1028413,4273087428,2021491743,2113828782,881022045,68244,2931962502,732436537,989332396,802197775,686146153,6329000,865329,470796544,995183284,4
67520,1078227,4347356814,2008843077,2164109711,886836275,68886,2932049353,816050278,980170136,729830304,674444146,6438621,821782,454874906,984399201,4
67708,1078716,4358916485,1986219165,2194579813,890149756,68617,2936128456,578923518,986752554,731199034,673591354,6437816,817531,453725312,995736410,4
67761,1032935,4282426353,2023107271,2116756938,881373128,68536,2937277391,796550994,988692074,798074958,685890930,6319898,862800,470446367,995820612,4
67884,1089592,4237583854,2060546751,2056533710,873816903,69188,2939942062,799915158,981152801,718537564,693777908,6242390,892098,481327786,989866817,4
67889,1062461,4383611957,1981784927,2211951406,891972582,68813,2940050330,699453946,986572305,755758919,670691284,6457028,805941,449826798,994995018,4
67927,1031852,4207502766,2066830655,2035726902,871032705,68656,2940873043,628453269,989381846,801710327,698959265,6194154,911946,488544055,994542275,4
67969,1047928,4234514863,2059345679,2056242867,873778626,68769,2941782089,717275222,988366851,777781941,694715259,6230068,895158,482629291,992403037,4
67970,1035569,4273108360,2038613563,2096085515,878859995,68584,2941803729,651802839,991047475,796467782,688445853,6286756,871135,473957693,993455854,4
68185,1052159,4399918320,2011350846,2187543922,889397999,69064,2946452755,654140604,987272675,773991088,669660785,6452912,800488,448445567,980994374,4
68256,1073450,4156017746,2109414066,1970223776,861618442,69559,2947986404,619304263,981267701,744366907,709329600,6088868,950843,503148481,991315100,4
68315,1018512,4078428960,2154897503,1892632459,849017576,69119,2949260238,787021036,988367887,827548844,723136352,5970034,1007017,522926183,989707067,4
68377,1089552,4053128841,2222934632,1823323449,836183980,72153,2950598250,622837780,947666764,723809005,727980374,5927620,1026924,529955425,966280154,4
68386,1045494,4251693811,2057332617,2066604970,875131365,69326,2950792427,640918463,986440874,786200192,694027500,6217199,889777,481674171,995430236,4
68403,1048268,4313049813,2031637487,2122942622,882109561,69280,2951159172,784996213,987341224,782240606,684239529,6305352,852554,468183733,993927201,4
68428,1030694,4234078260,2085581862,2030166417,870272569,69131,2951698419,745078397,989830901,809437596,697128923,6187640,901482,485988736,986638011,4
68505,1028344,4206668096,2082468565,2020039182,868870240,69129,2953358681,738041370,990973398,814057905,702066009,6140673,920254,492896681,995670608,4
68571,1049847,4338348694,2044175518,2122297549,882033091,69605,2954781021,796300167,985144745,781804785,681084263,6326798,839783,463875773,984482416,4
68578,1033906,4295916062,2039376535,2106484990,880134458,69254,2954931835,662755861,990238831,806179458,687846735,6264277,865003,473133130,996647837,4
68807,1031123,4290949933,2053005277,2090082272,878114762,69331,2959861371,800994156,992442053,813245256,689791635,6236211,870908,475812500,994487271,4
68879,1032230,4262395534,2064094759,2065019309,874925816,69720,2961409573,811582420,987937464,812351045,694775872,6188237,889458,482713512,996812724,4
68883,1065713,4400641162,2015701866,2183180577,888927814,69970,2961495561,655653912,984464771,762151643,672969109,6388574,808284,452887421,988735022,4
68888,1043464,4355849525,2025271854,2150748067,885334575,69678,2961603042,626146393,988662132,795055905,679913993,6323089,833537,462283037,994254349,4
69162,1066290,4400685215,2005771409,2194011339,890089309,69867,2967487041,654162647,989909399,764410660,674323860,6362866,811534,454712668,997644750,4
69220,1044550,4146471831,2145263225,1932849910,855761363,70258,2968731064,653438055,985225882,797228824,715965569,5990280,970947,512606696,990791805,4
69281,1030131,3859841556,2313460960,1668427357,800474494,70522,2970038870,734134427,982402654,820425402,769471707,5571284,1204774,592086707,987853661,4
69353,1041965,4290831643,2071065811,2071798791,875801004,70019,2971581770,805418776,990488296,802727276,692542150,6186945,877891,479614629,993665008,4
69452,1053073,4268231958,2107498410,2025259870,869596064,70718,2973701950,824307163,982097910,787005314,696705797,6145585,893184,485398968,983059052,4
69665,1074074,4283018003,2090342675,2048954966,872813617,70751,2978258432,631813317,984650394,758850279,695364444,6148020,886676,483531710,990734698,4
70089,1065125,4384463739,2073544501,2114477764,881099995,71449,2987307925,682343893,980965444,776351812,681339408,6255566,831573,464223388,981590032,4
70134,1069053,4393625815,2043273220,2150287965,885282320,71030,2988266759,689752164,987385612,771152019,680136836,6264616,826912,462586115,994693356,4
70304,1058424,4375059023,2053414761,2130626071,883014550,71044,2991886244,775075519,989583920,788625001,683850487,6223058,839515,467651489,996390454,4
70765,1035257,3964028105,2296777805,1725908399,815039764,71792,3001679470,802160557,985694785,829720888,757229613,5601679,1136078,573396688,989630159,4
70816,1050302,4123818911,2198395331,1875831363,846054153,72041,3002760923,789581661,982995794,806701513,728150529,5823287,1009794,530203192,994571779,4
70854,1063859,4422777824,2044339688,2163426093,886760180,71368,3003566458,607037294,992797893,786694462,679113123,6242100,818991,461194633,997760503,4
71434,1123503,4325271945,2130488037,2030178939,870274289,72650,3015834771,634157168,983262216,711158427,697258995,6054921,882805,486170107,987012312,4
71437,1094771,4328460558,2152775610,2010641767,867547899,73647,3015898098,688615770,969991989,749008080,696759981,6059130,880892,485474472,976115250,4
71699,1073667,4366081768,2106028508,2073135170,875972407,72523,3021423541,693306645,988638087,781598564,692021749,6089460,861465,478894101,992812203,4
71764,1081163,4444916501,2066449989,2150991567,885362215,72632,3022792793,820010055,988049345,771496841,680056148,6193797,817176,462476364,994782759,4
71972,1089578,4059336822,2287808075,1774334511,826053585,73618,3027170238,693692652,977641338,761827743,745730244,5640161,1075965,556113597,986731546,4
72012,1046449,3890252397,2378999460,1635247280,791222554,73210,3028011329,737722048,983636115,826377725,778358579,5402228,1223127,605842078,990701610,4
72098,1155934,4542319853,2054310707,2211116282,891886017,73989,3029818884,579156224,974442147,678058252,667020153,6300202,769290,444915885,983760757,4
72197,1075301,4226091447,2196443657,1924060940,854328104,73133,3031898340,818857182,987201400,784637240,717423742,5853555,956539,514696826,990308058,4
72525,1082139,4296596442,2160151576,1989025441,864426753,73699,3038777682,617633533,984070340,778272174,707252292,5924297,914353,500205805,994922071,4
72835,1074908,4341313881,2192406024,1980159621,863113613,75191,3045265214,605696466,968666463,792149949,701461654,5960478,890177,492048451,974334475,4
73141,1087269,4322970408,2164599762,1997122279,865609042,74002,3051655510,641317691,988365179,777493463,705916354,5910461,905345,498317899,995201779,4
73184,1077293,4429813213,2113459877,2096000621,878849505,73941,3052552420,650663253,989762108,792425297,689092807,6052980,841899,474848897,995283582,4
73451,1081601,4212082024,2228362332,1890214156,848596524,74535,3058115724,644714205,985456497,788993484,726034229,5734547,982894,527125701,996380463,4
73494,1078935,4350816095,2165033815,2009583436,867397687,74356,3059010740,701626761,988407122,793361618,703088955,5919961,892359,494334078,993405576,4
74456,1085466,4476659723,2123823275,2107830616,880297855,75096,3078966118,788820731,991477575,794103510,687782031,6012490,829922,473044123,997096884,4
74509,1092049,4567581544,2087097977,2188484486,889498951,75260,3080061773,797314072,990021260,785116940,674330987,6130241,781897,454722281,995152657,4
75402,1086551,4482857526,2171653723,2064259820,874827179,76439,3098464267,784334530,986433627,802587697,691180625,5945277,836986,477730657,986160200,4
75675,1106158,4526645244,2135092184,2120117002,881774034,76468,3104068339,612852284,989629649,777191361,685732628,5981692,815874,470229237,996941001,4
81929,1162588,4435277303,2366011819,1874579521,845829732,83019,3229787031,630237621,986870475,761720855,728204081,5413562,939021,530281183,994054247,4
31519,676641,2550735621,1578027400,1616407689,785662138,32065,2003278244,758032708,982972088,865098731,785372748,8092692,1899224,616810353,997016997,5
31751,671914,2441027190,1685224911,1448487483,723451399,32462,2010637431,694284090,978097468,883771295,823684980,7688032,2182929,678456946,982736393,5
32857,668106,2338049677,1795009190,1302527970,640764092,33185,2045356490,775569456,990116016,925011278,874813102,7115834,2570791,765297963,996822002,5
33180,670488,2409695005,1756450402,1371911784,684609702,33564,2055385319,774835365,988559171,927479302,852964925,7262492,2371320,727549163,998133271,5
33206,680423,2600898266,1631027196,1594638197,778937554,33583,2056190466,752663312,988774082,901298102,790569355,7832614,1887324,624999906,996648723,5
33318,688874,2574648986,1650368570,1560044849,767534855,33692,2059655193,698695634,988899442,882285620,799975144,7727502,1952202,639960231,998366662,5
33462,689937,2654699791,1610284950,1648590077,795023273,33812,2064101297,827284415,989648645,883370490,777527201,7933476,1788569,604548548,996652737,5
33493,683487,2527723761,1694350399,1491854201,742084098,34040,2065057191,799451008,983930670,900955615,816963160,7547021,2073792,667428805,995706467,5
33540,697714,2574891433,1665592919,1545930823,762609219,34165,2066505608,725220550,981706425,865800929,802560288,7677076,1964655,644103015,995738705,5
33587,672575,2403770452,1786807736,1345287690,668918861,34033,2067953012,734190220,986895072,933038657,860295545,7156848,2418200,740108425,995658754,5
33605,687194,2590547378,1658371507,1562103164,768239458,34047,2068507068,766187870,987017946,894241964,798482624,7708815,1932989,637574501,995957145,5
33634,670530,2426749657,1768391369,1372292186,684824768,34002,2069399402,797524482,989177107,940052172,852745316,7215168,2353442,727174573,997895985,5
33680,683090,2562032550,1679334938,1525623324,755221394,34019,2070814040,806803210,990034980,907039273,808269996,7606985,2002710,653300387,996690308,5
33739,686903,2558043441,1685926382,1517292492,752082735,34101,2072627053,771353452,989384476,898568612,810239193,7581859,2015619,656487549,996083629,5
33885,680022,2454253999,1763160798,1391962662,695619842,34281,2077106689,811422414,988448412,920812970,846329145,7242892,2292181,716273022,997025303,5
34031,691801,2655715834,1636202104,1623097677,787663356,34420,2081576685,740738322,988698431,893556882,783810022,7803814,1816895,614358150,997163286,5
34099,670159,2377722053,1832249309,1297706618,637330955,34376,2083655327,800671551,991942053,954104179,876324180,6972996,2536637,767944068,996566099,5
34112,693800,2581399044,1686966258,1530201942,756919163,34507,2084052479,777747378,988553047,890529798,807334489,7567422,1983087,651788978,997368759,5
34146,789379,2476608668,1761379730,1406061752,702983339,34931,2085090825,762664165,977527125,688618305,841913723,7252998,2247852,708818718,996642888,5
34189,687252,2490621247,1749936597,1423263706,711574669,34559,2086403288,730066197,989293672,909628874,837703963,7284861,2212908,701747929,998772358,5
34238,698847,2558292238,1708670985,1497240991,744255376,34724,2087897879,724889905,986003917,880955642,816129544,7472084,2044832,666067433,997263464,5
34242,682082,2476193769,1770846476,1398310809,698972458,34685,2088019839,824710983,987227908,924902194,843237660,7231452,2255305,711049751,994268553,5
34459,698401,2540993138,1730599092,1468273702,732216518,35078,2094625539,752544224,982353612,887774832,824333410,7373961,2100353,679525571,997729526,5
34593,697522,2597300932,1701627664,1526362663,755496838,35028,2098694251,767369122,987581363,893474724,808028914,7508169,1974338,652910725,996578553,5
34645,702351,2591623421,1714586651,1511514988,749867638,35144,2100271031,772877348,985801275,882555487,810407490,7480512,1990328,656760299,992703036,5
34663,691502,2525251606,1753797061,1439876746,719488949,35079,2100816564,777964808,988141053,910938652,831923662,7285150,2152545,692096980,996534347,5
34668,704917,2682745335,1669007759,1607389373,782916503,35416,2100968075,747670807,978879602,876723572,783141079,7738391,1795521,613309949,985827894,5
34717,700168,2625162029,1688110526,1555088952,765824168,35181,2102452313,815527367,986811063,889912971,800884780,7561604,1918995,641416430,997459604,5
34783,724442,2521944891,1758885352,1433831312,716650856,35370,2104449835,769518373,983404015,832855502,834455123,7250510,2168504,696315353,998398756,5
34825,704926,2645936479,1682855608,1572289665,771676595,35221,2105719999,716962098,988756708,880671477,795831652,7597808,1879979,633348018,995806542,5
34862,702718,2640184917,1687377813,1564667318,769112436,35381,2106838319,732148858,985331110,887156025,797988923,7573246,1894302,636786321,996358746,5
34892,710337,2737491085,1630004468,1679437779,803401735,35261,2107744629,680753097,989535181,868974144,769954883,7845612,1700857,592830522,995621975,5
34894,707258,2643841713,1689600431,1564773342,769148419,35522,2107805035,715686275,982320815,876606898,797250843,7576780,1888184,635608907,994583874,5
34942,701872,2509163364,1780581443,1409182025,704572983,35396,2109254280,786503703,987173692,891336700,840620547,7180938,2211877,706642904,995788479,5
34990,700748,2570180730,1740215042,1476932832,735910467,35507,2110702529,768335529,985439491,895426767,821227280,7345472,2060881,674414245,996064541,5
35077,707652,2610852171,1729925206,1509228354,748982079,35566,2113324952,785880719,986250914,880223238,809438763,7443203,1970950,655191111,988833002,5
35129,703253,2684473909,1671702673,1605832157,782436731,35497,2114890824,814453306,989632927,892590919,787823199,7641760,1815885,620665393,996684447,5
35135,692108,2530996749,1769096429,1430672013,715148816,35530,2115071427,775829708,988882634,921726520,835667382,7203634,2167031,698339973,999095455,5
35152,711890,2651925197,1696885131,1562819515,768483875,35769,2115583051,693415394,982750426,871633912,797753667,7544166,1884804,636410914,994595396,5
35215,711318,2691178308,1670956931,1610561144,783888510,35600,2117477994,765244035,989185393,874600979,786821887,7642136,1806759,619088682,997080176,5
35249,706381,2726598718,1652835727,1649648948,795320184,35703,2118499957,751609877,987283982,887725400,776975337,7735251,1738934,603690674,995877686,5
35291,723178,2762396963,1631613077,1693046593,806926986,35849,2119761703,719226380,984434712,847975719,767363175,7827483,1674194,588846242,996944124,5
35380,697382,2555805925,1767753124,1445793471,722221617,35828,2122432922,801467923,987495813,914168443,830435872,7223872,2119211,689623738,997053497,5
35444,716279,2680805534,1698239972,1578578751,773758062,35949,2124351723,736881497,985952321,868136777,792430371,7563496,1839699,627945892,991262043,5
