feature0,feature1,feature2,feature3,feature4,feature5,feature6,feature7,feature8,feature9,feature10,feature11,feature12,feature13,target
64,7,213574,2,9,2,7,2,1,1,2635,0,10,1,0
60,3,308608,2,9,2,6,2,1,1,0,0,50,1,0
25,3,250038,5,5,1,9,6,1,1,0,0,45,6,0
47,4,27067,2,9,3,1,1,1,2,0,0,40,1,0
37,3,127918,6,10,1,8,5,1,2,0,0,20,8,0
22,6,148955,6,10,1,12,4,3,2,0,0,15,7,0
20,3,379525,6,10,1,5,4,1,2,0,0,10,1,0
42,2,217826,2,9,2,7,2,2,1,0,0,25,3,0
32,3,105938,2,9,3,10,4,2,2,0,0,40,1,0
24,3,188300,3,7,1,10,5,1,2,0,0,40,1,0
37,3,344480,6,10,2,7,2,1,1,0,0,65,1,0
39,3,42044,3,7,2,8,2,1,1,0,0,40,1,0
57,3,195876,2,9,2,7,2,1,1,0,0,40,1,0
30,3,390879,8,11,3,4,5,1,2,0,0,36,1,0
79,5,146244,10,16,7,4,5,1,2,0,0,40,1,0
52,3,117674,1,13,1,4,1,1,1,0,0,38,1,0
30,3,310889,6,10,1,3,1,1,1,0,0,55,1,0
51,3,99064,8,11,2,7,2,1,1,5013,0,40,1,0
36,6,187167,2,9,5,12,1,1,2,0,0,30,1,0
46,3,57929,2,9,3,5,1,1,1,0,0,25,1,0
40,3,379919,6,10,2,10,2,1,1,0,0,40,1,0
43,3,81243,1,13,3,11,1,1,1,0,1876,40,1,0
31,4,34862,7,12,2,6,2,3,1,0,0,40,1,0
80,3,202483,2,9,4,1,1,1,2,0,0,16,1,0
19,3,197748,3,7,3,6,5,1,2,0,0,20,1,0
26,3,213412,3,7,2,7,2,1,1,0,0,40,1,0
55,6,316027,9,4,2,12,2,1,1,0,0,40,5,0
64,2,352712,8,11,2,9,2,1,1,0,0,55,1,0
22,3,167787,2,9,1,5,1,1,2,0,0,40,1,0
24,3,321763,2,9,1,2,1,1,1,0,0,38,1,0
19,3,274830,2,9,1,5,4,1,2,0,0,15,1,0
43,4,114537,1,13,2,4,2,1,1,0,0,40,1,0
28,3,44216,2,9,1,13,5,4,2,0,0,40,1,0
34,3,114639,6,10,1,3,6,1,1,0,0,20,1,0
20,6,71788,6,10,1,12,4,1,2,0,0,18,1,0
27,3,150958,12,3,1,9,5,1,1,0,0,48,28,0
23,3,378460,6,10,1,4,4,1,1,0,0,20,1,0
61,3,668362,14,2,7,3,1,1,2,0,0,40,1,0
82,3,147729,12,3,7,5,5,1,1,0,0,20,1,0
35,2,112497,2,9,2,7,6,1,1,0,0,35,40,0
65,3,212562,3,7,2,3,2,1,1,0,0,20,1,0
28,3,122540,13,6,3,3,1,1,1,0,0,40,1,0
19,6,166018,6,10,1,12,4,1,2,0,0,40,1,0
54,3,140359,9,4,3,10,5,1,2,0,3900,40,1,0
41,3,190591,7,12,3,2,1,2,2,0,0,40,3,0
58,3,56331,1,13,2,6,2,1,1,0,0,40,1,0
44,5,68318,4,14,1,4,4,1,2,0,0,55,1,0
70,7,243436,5,5,3,6,1,1,1,0,0,45,1,0
48,2,246891,11,15,2,7,2,1,1,0,0,60,1,0
21,3,184568,2,9,1,10,1,1,1,0,0,40,1,0
22,3,120518,2,9,7,1,4,1,2,0,0,40,1,0
46,3,219611,6,10,2,1,2,1,1,0,0,40,1,0
49,4,118701,2,9,3,1,5,2,2,0,0,40,1,0
19,3,183532,6,10,1,3,4,1,1,0,0,25,1,0
23,3,199336,8,11,1,7,5,1,1,0,0,50,1,0
26,3,244495,2,9,2,7,2,1,1,0,0,48,1,0
68,3,50351,4,14,1,1,1,1,2,6360,0,20,1,0
42,3,306496,2,9,2,5,2,1,1,0,0,40,1,0
25,3,182866,2,9,1,10,4,1,1,0,0,40,1,0
28,3,171067,2,9,1,3,4,1,2,0,0,40,1,0
26,1,326033,1,13,1,1,1,1,2,0,0,80,1,0
63,3,440607,15,1,2,4,2,5,1,0,0,30,6,0
17,3,93235,16,8,1,5,4,1,2,0,1721,25,1,0
23,3,103064,2,9,1,1,4,1,2,0,0,40,1,0
31,3,154297,2,9,1,6,5,2,2,0,0,24,1,0
47,6,186805,2,9,2,12,1,1,2,0,0,35,1,0
35,3,129305,2,9,1,5,1,1,1,0,0,30,1,0
70,6,207627,2,9,2,12,2,1,1,2228,0,24,1,0
34,3,143582,6,10,1,1,1,3,2,0,0,35,30,0
24,3,210029,2,9,1,1,1,1,2,0,2001,37,1,0
17,6,171461,13,6,1,12,4,1,2,0,0,20,1,0
37,3,66686,2,9,2,3,2,1,1,0,0,40,1,0
18,3,257980,2,9,1,10,1,1,1,0,0,40,1,0
46,2,95256,2,9,3,8,1,1,1,0,0,50,1,0
17,3,53367,5,5,1,5,4,1,2,0,0,35,1,0
43,2,316820,6,10,2,9,2,1,1,0,0,84,1,0
22,3,113936,6,10,1,3,4,1,1,0,0,40,1,0
54,3,163894,6,10,2,3,2,2,1,0,0,40,1,0
47,5,109705,2,9,3,2,1,1,2,0,0,40,1,0
23,6,296613,6,10,1,12,4,1,2,0,0,32,1,0
55,2,396878,6,10,2,2,2,2,1,0,0,25,1,0
19,3,175820,3,7,1,3,4,1,1,0,0,25,1,0
54,3,24108,6,10,5,2,1,1,2,0,0,40,1,0
25,3,177017,2,9,1,6,1,1,1,0,1504,37,1,0
30,3,178841,1,13,1,2,1,1,2,0,0,40,1,0
40,7,50644,7,12,3,6,5,1,2,1506,0,40,1,0
35,3,193241,6,10,2,1,2,1,1,0,0,38,1,0
41,3,173858,2,9,2,5,2,3,1,0,0,40,29,0
41,3,93885,6,10,3,6,5,1,2,0,0,48,1,0
28,3,210765,2,9,1,7,4,1,1,0,0,40,1,0
39,3,115076,6,10,2,10,2,1,1,0,0,40,1,0
33,6,173998,2,9,2,12,3,1,2,0,1485,38,1,0
31,3,191276,8,11,3,3,5,1,2,0,0,40,1,0
36,1,223020,6,10,3,5,5,2,2,0,0,20,1,0
22,3,317528,6,10,1,6,4,1,1,0,0,34,1,0
57,3,96346,2,9,7,4,1,1,2,0,0,57,1,0
82,2,71438,2,9,2,9,2,1,1,0,0,20,1,0
18,6,31008,6,10,1,12,4,1,2,0,0,30,1,0
44,2,111483,13,6,1,7,4,1,1,0,0,50,1,0
47,4,380127,2,9,1,2,1,1,2,0,0,40,1,0
51,5,182985,2,9,2,1,3,1,2,0,0,40,1,0
21,2,304602,8,11,1,9,4,1,1,0,0,98,1,0
34,2,321709,7,12,1,4,1,1,2,0,0,25,1,0
22,3,166371,2,9,1,5,6,1,1,0,0,40,5,0
25,3,182227,2,9,2,7,2,1,1,0,1579,40,1,0
28,3,188171,7,12,1,8,4,1,1,0,0,60,1,0
37,3,175390,2,9,3,10,5,2,2,0,0,40,1,0
24,3,35603,6,10,3,5,1,2,1,0,0,40,1,0
26,3,485117,1,13,1,8,4,1,1,0,0,20,1,0
32,1,169583,10,16,1,4,1,1,2,0,0,70,1,0
36,3,166509,2,9,3,7,1,1,2,0,0,40,1,0
52,3,349502,6,10,1,1,5,1,1,0,0,45,1,0
22,3,117606,1,13,1,1,4,1,2,0,0,32,1,0
67,5,204123,1,13,2,4,2,1,1,0,0,10,1,0
18,3,210574,2,9,1,6,4,1,2,0,0,20,1,0
40,3,178417,2,9,2,7,2,1,1,0,0,35,1,0
53,7,220786,6,10,7,6,1,1,2,0,0,60,1,0
45,1,90803,6,10,2,1,2,1,1,0,0,40,1,0
33,7,144949,1,13,2,6,2,1,1,0,0,65,1,0
19,3,264390,6,10,1,1,4,1,2,0,2001,40,1,0
45,3,474617,2,9,3,6,5,2,1,5455,0,40,1,0
29,5,152461,1,13,1,11,1,1,2,0,0,42,1,0
19,3,223669,6,10,1,5,4,1,1,0,0,30,1,0
25,5,63996,2,9,3,1,1,1,2,0,0,40,1,0
60,5,232618,2,9,2,5,2,1,1,0,0,40,1,0
43,5,174395,4,14,2,4,2,1,1,0,0,50,1,0
23,3,330571,1,13,1,4,1,1,2,0,0,16,1,0
34,3,208353,2,9,1,10,4,1,1,0,0,40,1,0
18,3,157273,13,6,1,5,6,2,1,0,0,15,1,0
39,3,75891,1,13,3,11,5,1,2,0,0,40,1,0
44,3,182370,2,9,2,7,2,1,1,0,0,40,1,0
20,6,304076,3,7,1,12,4,2,2,0,0,20,1,0
18,6,200525,3,7,1,12,4,1,2,0,0,25,1,0
64,6,108082,6,10,2,12,2,1,1,0,0,40,1,0
42,3,196626,9,4,2,7,2,1,1,0,0,40,1,0
18,3,148952,6,10,1,5,4,1,2,0,0,24,1,0
18,3,271935,2,9,1,10,4,1,2,0,0,40,1,0
27,1,21306,7,12,1,1,1,1,2,0,0,40,12,0
34,3,321787,6,10,1,1,4,1,1,0,0,40,1,0
46,3,266337,8,11,3,7,5,1,1,0,0,40,1,0
28,3,95566,14,2,4,5,4,5,2,0,0,35,25,0
36,3,143068,6,10,3,7,5,1,1,0,0,40,1,0
48,3,185143,4,14,2,2,2,1,1,0,0,40,1,0
29,3,107812,6,10,1,4,1,1,1,0,0,15,1,0
42,5,227890,1,13,2,2,2,1,1,0,1485,40,1,0
23,3,344278,6,10,3,2,5,1,2,0,0,25,1,0
27,3,211032,14,2,1,7,1,1,1,0,0,40,6,0
27,3,330466,1,13,1,11,6,3,1,0,0,40,1,0
52,3,208302,2,9,2,10,2,1,1,0,0,60,1,0
63,2,289741,4,14,2,9,2,1,1,41310,0,50,1,0
54,3,21698,13,6,3,5,5,1,2,0,0,40,1,0
54,3,97778,9,4,2,7,2,1,1,0,0,40,1,0
22,3,283499,2,9,1,8,1,1,1,0,0,35,1,0
37,3,240837,2,9,3,5,1,1,2,0,0,30,1,0
40,5,138634,2,9,2,2,2,1,1,0,0,40,1,0
35,3,112264,2,9,2,6,2,1,1,0,0,50,1,0
24,3,205865,2,9,1,6,5,1,1,0,0,45,1,0
21,3,224640,6,10,1,6,4,1,2,0,0,40,1,0
27,3,180758,6,10,2,3,2,1,1,0,0,30,1,0
60,2,135285,4,14,2,4,2,1,1,0,0,40,1,0
27,3,199314,1,13,1,1,1,1,1,0,0,40,16,0
21,3,207103,2,9,1,3,4,1,1,0,0,40,1,0
54,5,375134,8,11,3,7,1,1,1,0,0,40,1,0
63,3,84737,9,4,2,5,2,3,1,0,0,40,7,0
25,3,71351,14,2,1,5,6,1,1,0,0,25,26,0
29,6,499935,8,11,1,12,5,1,2,0,0,40,1,0
40,2,107762,1,13,2,2,2,1,1,0,0,45,1,0
17,3,214787,16,8,1,1,4,1,2,0,0,25,1,0
49,3,184986,2,9,3,5,1,1,2,0,0,40,1,0
35,3,187711,2,9,1,10,1,1,1,0,0,40,1,0
33,3,203488,6,10,1,2,4,1,1,0,0,45,1,0
17,3,170455,3,7,1,6,4,1,2,0,0,8,1,0
21,6,228649,6,10,1,12,4,1,1,0,0,20,1,0
40,3,283724,5,5,1,7,6,2,1,0,0,49,1,0
26,3,746432,2,9,1,3,4,2,1,0,0,48,1,0
44,3,442035,6,10,3,4,1,1,2,0,0,40,1,0
39,3,232854,2,9,3,8,1,1,1,0,0,40,1,0
47,2,258498,6,10,2,5,3,1,2,0,0,52,1,0
44,3,176063,1,13,2,2,2,1,1,0,0,45,1,0
34,3,263307,1,13,1,6,5,2,1,0,0,45,5,0
80,2,26865,9,4,1,9,5,1,1,0,0,20,1,0
50,4,65160,1,13,2,2,2,1,1,0,0,40,1,0
33,3,214635,2,9,2,5,2,2,1,0,0,36,23,0
36,3,47310,2,9,1,5,1,2,2,0,0,40,1,0
21,3,231160,6,10,1,5,4,1,1,0,0,25,1,0
43,3,235556,6,10,4,6,1,1,1,0,0,45,6,0
19,3,285750,2,9,1,3,6,1,1,0,0,30,1,0
49,3,402462,1,13,4,8,5,1,1,0,0,30,17,0
65,3,143175,6,10,7,6,6,1,2,0,0,45,1,0
41,6,206916,1,13,4,12,1,1,1,0,0,30,1,0
24,3,404416,6,10,1,3,1,1,1,0,0,40,1,0
35,6,35854,6,10,1,12,4,1,2,0,0,40,1,0
47,3,249935,3,7,3,7,4,1,1,0,0,8,1,0
19,3,533147,2,9,1,1,1,1,1,0,0,30,1,0
19,3,237848,6,10,1,5,4,1,1,0,0,3,1,0
21,3,225541,6,10,1,1,1,1,2,0,0,40,1,0
29,3,413297,6,10,2,2,2,1,1,3411,0,70,6,0
48,2,218835,4,14,2,6,2,1,1,0,0,50,10,0
41,3,41090,2,9,2,7,2,1,1,0,2002,60,1,0
24,3,176189,2,9,2,10,2,1,1,0,0,40,1,0
58,3,252419,3,7,2,8,2,1,1,0,0,50,1,0
20,4,347935,6,10,1,13,4,2,1,0,0,40,1,0
26,2,151626,2,9,1,4,4,2,2,0,0,40,1,0
63,3,174826,2,9,3,5,1,1,2,0,0,40,1,0
22,3,137862,6,10,1,1,6,1,2,0,0,16,1,0
33,3,303867,6,10,2,2,2,1,1,0,0,50,1,0
24,3,285457,2,9,1,5,1,1,1,0,0,40,1,0
20,6,150084,6,10,1,12,4,1,1,0,0,25,1,0
28,3,111696,2,9,5,7,1,1,1,0,1974,40,1,0
41,3,256647,2,9,2,10,2,2,1,0,0,40,1,0
17,3,147339,13,6,1,4,4,5,2,0,0,15,1,0
53,3,470368,7,12,3,1,5,1,2,0,0,48,1,0
20,3,249543,6,10,1,13,4,1,2,0,0,16,1,0
34,6,93834,2,9,5,12,4,1,2,0,0,8,1,0
25,6,335376,1,13,1,12,4,1,2,0,0,30,1,0
17,3,224073,3,7,1,6,4,1,1,0,0,20,1,0
28,3,140845,13,6,1,10,1,1,2,0,155,40,1,0
30,3,236543,6,10,2,4,2,1,1,0,0,68,1,0
39,5,43702,8,11,2,1,3,1,2,0,0,37,1,0
44,3,335248,6,10,3,1,1,1,2,0,0,40,1,0
43,3,172577,6,10,3,1,1,1,2,0,0,44,1,0
21,3,40767,6,10,1,3,1,1,1,0,0,40,1,0
21,3,191444,3,7,1,9,5,1,1,0,0,40,1,0
27,3,198197,1,13,1,11,1,1,1,0,0,45,1,0
80,6,281768,7,12,2,12,2,1,1,0,0,4,1,0
20,3,197997,2,9,1,9,4,1,1,0,0,40,1,0
22,3,52596,6,10,1,6,4,1,1,0,0,8,1,0
60,2,218085,2,9,2,5,3,2,2,0,0,50,1,0
51,3,141645,6,10,5,2,1,2,2,0,0,40,1,0
40,3,137304,1,13,3,1,1,2,2,0,0,40,1,0
54,3,222020,13,6,3,5,1,1,1,0,0,70,1,0
21,3,206681,6,10,1,6,4,1,2,0,0,15,1,0
31,3,160594,7,12,1,4,4,1,1,0,0,3,1,0
26,3,456618,6,10,1,1,4,1,1,2597,0,40,1,0
40,6,65545,4,14,3,12,4,1,2,0,0,55,1,0
34,5,231826,2,9,2,4,2,1,1,0,0,40,26,0
20,3,224424,16,8,1,10,4,1,1,0,0,40,1,0
41,1,214985,2,9,3,2,1,1,2,0,0,40,1,0
55,2,147098,5,5,2,7,2,1,1,0,0,50,1,0
42,3,106698,6,10,3,5,5,1,2,0,0,32,1,0
43,3,35210,6,10,3,1,5,1,2,0,0,40,1,0
27,3,153078,11,15,1,4,4,3,1,0,0,40,1,0
26,3,333108,2,9,3,6,1,1,1,0,0,40,1,0
39,3,451059,5,5,2,3,2,1,1,0,0,40,1,0
36,6,229533,2,9,2,12,2,1,1,0,0,40,1,0
32,3,106437,2,9,5,1,5,1,2,0,0,40,1,0
58,5,294313,6,10,2,1,3,2,2,0,0,55,1,0
66,3,214469,2,9,7,1,1,1,2,0,0,13,1,0
51,5,193720,2,9,4,3,5,1,1,0,0,40,1,0
39,5,149833,1,13,3,4,5,1,2,0,0,40,1,0
63,3,67903,5,5,5,9,1,2,1,0,0,40,1,0
46,3,72896,6,10,2,2,2,1,1,0,0,50,1,0
33,3,197424,2,9,2,2,2,1,1,5013,0,40,1,0
69,5,660461,2,9,7,1,1,2,2,0,0,20,1,0
56,2,144380,6,10,4,4,1,2,1,0,0,50,1,0
39,3,206520,2,9,1,1,1,1,1,0,0,45,1,0
59,1,132717,13,6,2,9,2,1,1,0,0,40,1,0
80,3,252466,8,11,2,7,2,1,1,0,0,24,1,0
46,2,140121,2,9,3,7,4,1,1,0,0,50,1,0
23,3,182812,6,10,1,5,4,1,2,0,0,40,25,0
33,2,24504,6,10,2,7,2,1,1,0,0,60,1,0
20,3,204641,2,9,1,1,4,1,1,0,0,20,1,0
50,3,171852,1,13,5,4,4,5,2,0,0,40,1,0
49,1,131302,8,11,3,1,1,2,2,0,0,44,1,0
21,3,169699,2,9,1,1,1,1,2,0,0,40,1,0
35,3,219546,6,10,1,7,1,1,1,0,0,45,12,0
35,3,222989,2,9,2,8,2,1,1,0,0,30,1,0
45,3,104521,6,10,2,7,2,1,1,0,0,40,1,0
75,2,36325,2,9,2,9,2,1,1,0,0,30,1,0
38,3,318610,6,10,3,1,5,2,2,0,0,40,1,0
22,3,509048,2,9,1,6,6,2,2,0,0,37,1,0
33,3,136331,2,9,2,7,2,1,1,0,0,40,1,0
39,3,49436,7,12,3,4,5,1,2,0,1380,40,1,0
47,3,73394,6,10,2,2,3,1,2,0,0,50,1,0
23,3,249046,13,6,2,3,2,1,1,0,0,40,1,0
27,3,333296,1,13,1,5,1,1,1,0,0,30,5,0
51,4,100653,2,9,3,1,1,1,2,0,0,8,1,0
21,3,154835,6,10,1,1,4,3,2,0,0,40,38,0
42,5,1125613,2,9,3,5,1,2,1,0,0,40,1,0
30,6,164940,2,9,5,12,5,2,2,0,0,25,1,0
29,2,169662,2,9,2,7,2,1,1,0,0,40,1,0
67,8,137192,2,9,2,1,2,3,1,0,0,12,14,0
49,3,213431,2,9,5,4,5,2,2,0,0,40,1,0
50,3,198362,8,11,7,2,5,1,2,0,0,40,1,0
22,3,184543,6,10,3,1,5,1,2,0,0,40,1,0
78,3,135566,2,9,7,6,5,1,2,2329,0,12,1,0
46,1,162852,2,9,3,1,5,1,2,0,0,40,1,0
27,3,103164,3,7,2,7,2,1,1,0,0,40,1,0
19,3,570002,6,10,1,6,4,1,2,0,0,25,1,0
19,6,278220,6,10,1,12,4,1,2,0,1602,40,1,0
23,6,87569,6,10,5,12,1,1,2,0,0,40,1,0
40,3,120277,6,10,1,6,1,1,1,0,0,40,1,0
24,1,215797,1,13,1,11,1,1,2,0,0,40,1,0
20,3,289405,6,10,1,6,4,1,1,0,1602,15,1,0
38,3,165930,2,9,2,7,2,1,1,0,0,40,1,0
38,3,102350,6,10,3,7,5,1,1,0,0,40,1,0
25,3,239461,4,14,1,4,4,1,1,0,0,35,1,0
30,7,443546,8,11,2,6,2,1,1,0,0,35,1,0
37,4,141029,4,14,3,4,1,1,2,0,0,40,1,0
17,3,52486,3,7,1,5,4,1,2,0,0,12,1,0
60,2,21101,2,9,2,9,2,4,1,0,0,50,1,0
21,3,177420,6,10,1,1,1,5,2,0,0,40,1,0
67,3,233022,3,7,7,1,5,1,2,0,0,20,1,0
60,6,188236,2,9,3,12,1,1,2,0,0,40,1,0
43,3,240504,2,9,2,3,2,1,1,0,0,40,1,0
50,1,297551,2,9,2,4,2,1,1,0,0,52,1,0
18,3,157131,3,7,1,6,4,1,2,0,0,30,1,0
35,3,119098,4,14,2,2,2,1,1,0,0,40,1,0
27,5,199343,2,9,2,1,2,1,1,0,0,38,1,0
62,5,223637,2,9,3,5,1,2,2,0,0,35,1,0
34,3,189809,6,10,2,2,2,2,1,0,0,52,3,0
38,2,65716,8,11,3,5,5,1,2,0,0,40,1,0
24,3,279041,2,9,1,3,4,2,1,0,0,40,1,0
47,3,456661,9,4,2,7,2,1,1,0,0,40,6,0
44,3,403782,8,11,3,6,1,1,1,0,0,45,1,0
17,3,72321,3,7,1,5,6,1,2,0,0,12,1,0
41,3,180138,2,9,1,6,1,1,1,0,0,50,1,0
35,3,338611,6,10,3,1,5,1,2,0,0,40,1,0
70,6,158642,2,9,7,12,1,1,2,2993,0,20,1,0
28,3,191935,7,12,1,6,4,1,1,0,0,20,1,0
33,1,43716,6,10,2,7,2,1,1,0,0,4,1,0
31,3,167319,1,13,2,2,2,1,1,0,0,40,1,0
37,4,214542,6,10,3,1,5,2,2,0,0,40,1,0
23,3,149704,2,9,1,1,4,1,2,0,0,40,1,0
43,3,175224,2,9,2,5,2,1,1,0,0,60,37,0
41,3,104892,6,10,2,1,2,1,1,2829,0,40,1,0
27,3,99897,6,10,2,11,2,1,1,0,0,40,1,0
27,3,153475,1,13,1,6,1,1,2,0,0,40,1,0
38,3,195025,2,9,5,5,5,2,2,0,0,32,1,0
34,3,179378,2,9,2,2,3,2,2,0,0,40,1,0
28,3,186720,6,10,1,5,4,1,2,0,0,50,1,0
54,3,340476,2,9,5,6,5,1,2,0,0,35,1,0
20,3,192711,6,10,1,3,4,1,2,0,0,40,1,0
42,3,182302,2,9,2,2,2,1,1,0,0,40,1,0
38,3,234298,1,13,3,2,1,1,1,6849,0,60,1,0
22,3,127647,2,9,1,5,4,1,2,0,0,36,1,0
20,3,39478,6,10,1,10,1,1,1,0,0,70,1,0
54,3,189607,1,13,1,5,4,2,2,0,0,36,1,0
35,3,85399,2,9,1,10,1,1,2,0,0,40,1,0
31,3,243142,2,9,3,10,5,1,2,0,0,40,1,0
67,6,174995,6,10,2,12,2,1,1,0,2457,40,1,0
43,3,326379,2,9,3,7,1,1,1,0,0,40,1,0
58,3,256274,2,9,3,1,1,1,2,0,0,40,1,0
62,3,109463,6,10,5,6,5,1,2,0,1617,33,1,0
43,3,216497,1,13,3,1,5,1,2,0,0,40,12,0
41,3,193882,1,13,2,9,2,1,1,0,0,40,1,0
39,3,181705,2,9,2,4,2,1,1,0,0,45,1,0
42,3,138662,6,10,5,1,4,1,2,0,0,40,1,0
59,1,159472,5,5,2,8,2,1,1,0,0,40,1,0
28,3,328923,2,9,1,1,6,1,2,0,0,38,1,0
25,3,64860,6,10,4,1,5,1,2,0,0,22,1,0
43,3,190403,1,13,2,5,2,1,1,0,0,40,1,0
51,3,206775,6,10,2,3,2,1,1,0,0,50,1,0
59,2,119344,13,6,2,2,3,1,2,0,0,36,1,0
66,3,350498,6,10,2,8,2,1,1,0,1258,20,1,0
36,3,94954,2,9,3,8,1,1,2,0,0,40,1,0
28,5,179759,6,10,4,1,5,1,2,0,0,40,1,0
38,5,256864,8,11,2,2,2,1,1,0,0,40,1,0
18,4,201686,3,7,1,10,4,1,1,0,0,4,1,0
27,3,142712,4,14,1,11,1,1,1,0,0,40,5,0
24,2,34918,8,11,1,5,5,1,2,0,0,38,1,0
20,3,166527,6,10,1,1,4,5,2,0,0,20,1,0
35,3,407913,2,9,5,5,1,2,1,0,0,40,1,0
27,3,189702,9,4,2,7,2,1,1,0,0,40,1,0
21,3,252024,2,9,1,3,6,1,1,0,0,20,6,0
38,3,52738,6,10,2,7,2,1,1,0,0,40,1,0
34,3,159442,2,9,1,4,1,1,2,0,0,30,1,0
31,4,294870,7,12,2,7,2,1,1,0,0,40,1,0
19,3,204389,2,9,1,1,4,5,2,0,0,25,8,0
26,3,190650,1,13,1,1,4,3,1,0,0,40,22,0
31,3,253354,1,13,2,4,2,1,1,0,0,50,1,0
36,3,37778,6,10,2,2,2,1,1,0,0,40,1,0
45,2,184285,1,13,3,4,1,1,1,0,0,45,1,0
19,3,201743,6,10,1,5,4,1,2,0,0,15,1,0
33,3,149726,2,9,2,8,2,1,1,0,0,46,1,0
24,3,143766,6,10,1,10,4,1,1,0,0,55,1,0
28,3,419146,9,4,5,3,1,1,1,0,0,40,6,0
40,5,99185,7,12,2,13,2,1,1,0,0,40,1,0
19,6,71592,6,10,1,12,4,3,2,0,0,40,1,0
34,6,310525,2,9,2,12,2,2,1,0,0,10,1,0
25,3,125491,6,10,1,5,1,3,2,0,0,34,1,0
33,1,111994,6,10,3,1,5,1,2,0,0,45,1,0
36,5,224947,1,13,1,4,5,1,1,0,0,40,1,0
22,3,162282,8,11,1,2,4,1,1,0,0,40,1,0
20,3,238384,2,9,1,6,1,1,2,0,0,30,1,0
32,3,137875,6,10,3,6,5,1,2,0,0,30,1,0
41,3,30759,9,4,2,2,2,1,1,0,0,60,1,0
53,5,124094,2,9,2,7,2,1,1,5013,0,35,1,0
31,7,304212,6,10,1,2,4,1,1,0,0,45,1,0
29,3,84366,13,6,4,1,5,1,2,0,0,40,6,0
42,3,121055,1,13,2,6,2,1,1,0,0,60,1,0
73,6,200878,2,9,7,12,1,1,2,0,0,15,1,0
59,3,202682,2,9,2,7,2,1,1,0,0,40,1,0
30,3,206325,3,7,2,7,2,1,1,0,0,45,1,0
41,3,171234,6,10,3,1,1,1,2,0,0,55,1,0
34,3,174789,1,13,1,5,1,1,1,0,2001,40,1,0
54,2,118365,13,6,3,5,1,2,2,0,0,10,1,0
36,3,98360,2,9,2,2,2,1,1,0,0,40,1,0
24,3,322674,7,12,1,3,1,1,1,0,0,48,1,0
55,3,254516,5,5,1,3,6,2,1,0,0,37,1,0
50,4,343014,6,10,2,2,2,2,1,0,0,40,1,0
29,3,201017,4,14,1,4,1,1,1,0,0,55,34,0
27,3,100168,9,4,2,5,3,1,2,0,0,40,1,0
62,2,226546,11,15,2,4,2,1,1,0,0,16,1,0
33,2,361817,2,9,5,7,5,1,1,0,0,50,1,0
44,3,261497,2,9,2,3,2,2,1,0,0,40,5,0
31,3,187203,2,9,1,6,6,1,1,0,0,40,1,0
28,3,90915,1,13,4,11,5,2,2,0,0,40,1,0
62,1,199198,8,11,7,2,5,2,2,0,0,40,1,0
31,3,29662,6,10,1,6,1,1,2,0,0,60,1,0
45,5,33798,4,14,1,4,1,1,2,0,0,40,1,0
41,5,213154,6,10,2,1,3,2,2,0,0,40,1,0
18,7,147612,2,9,1,9,4,1,2,0,0,8,1,0
60,3,166330,2,9,2,1,3,1,2,0,0,40,1,0
23,3,201682,1,13,2,1,6,1,2,0,0,40,1,0
53,3,347446,5,5,2,10,2,2,1,0,0,40,1,0
54,3,175262,15,1,2,7,2,3,1,0,0,40,29,0
33,3,90668,2,9,1,1,1,1,2,0,0,40,1,0
62,3,202242,2,9,2,10,2,1,1,0,0,48,1,0
24,3,142528,6,10,1,6,4,1,1,0,0,20,1,0
41,3,207375,2,9,1,6,1,1,2,0,0,50,1,0
55,2,283635,11,15,3,4,1,1,2,0,0,35,1,0
26,3,39092,6,10,2,2,2,1,1,4064,0,50,1,0
17,3,98005,3,7,1,6,4,1,2,0,0,16,1,0
21,1,204425,6,10,1,2,4,1,2,0,0,20,1,0
55,2,185195,1,13,2,2,2,1,1,0,0,99,1,0
18,6,113185,3,7,1,12,4,1,1,0,0,25,1,0
41,7,112262,2,9,2,7,2,1,1,0,0,50,1,0
42,7,287037,16,8,3,7,1,1,1,0,0,10,1,0
53,4,290290,6,10,3,1,1,1,1,0,0,45,1,0
17,3,28031,5,5,1,5,4,1,1,0,0,16,1,0
53,3,270546,2,9,3,15,1,1,2,0,0,20,1,0
43,3,33310,2,9,3,1,1,1,2,0,0,40,1,0
61,3,228287,2,9,2,7,2,1,1,0,0,50,1,0
26,3,137658,1,13,1,2,1,1,2,0,0,45,1,0
19,3,32477,6,10,1,5,4,1,1,0,0,20,1,0
22,3,180060,1,13,1,2,5,1,1,0,0,40,1,0
50,2,334273,1,13,2,6,2,1,1,0,0,8,1,0
25,3,234665,8,11,2,7,2,1,1,0,0,45,1,0
67,2,152102,2,9,7,9,1,1,1,0,0,65,1,0
30,3,356015,3,7,4,3,1,4,1,0,0,40,6,0
47,3,278900,2,9,2,7,2,1,1,0,0,40,1,0
63,6,170529,1,13,2,12,3,2,2,0,0,45,1,0
66,6,170617,4,14,7,12,1,1,1,0,0,6,1,0
20,3,212582,6,10,1,5,4,1,2,0,0,16,1,0
23,3,45713,6,10,1,7,6,1,1,0,0,40,1,0
60,3,113440,1,13,3,2,4,1,1,0,0,60,1,0
38,6,107479,5,5,1,12,4,1,2,0,0,12,1,0
